filename,issue,usable,comments
2-16013858-7.html.csv,FM,FALSE,"rows in gold missing in html, rows in html missing in gold; additonal columns"
2-17624865-1.html.csv,none,TRUE,
2-13018091-1.html.csv,AC,TRUE,
2-14303579-16.html.csv,AC,TRUE,slightly different column name + one slightly different team name
2-10746808-4.html.csv,none,TRUE,
2-18078622-1.html.csv,none,TRUE,
2-14305802-4.html.csv,none,TRUE,
2-11128774-8.html.csv,AC,TRUE,
2-184806-1.html.csv,FM,TRUE,additional columns + change of order of columns
2-10885968-7.html.csv,none,TRUE,
2-10883333-20.html.csv,none,TRUE,
2-14020863-7.html.csv,AC,TRUE,
2-10746808-5.html.csv,none,TRUE,
2-10790397-6.html.csv,none,TRUE,
2-18624865-5.html.csv,AC,TRUE,
2-10722506-4.html.csv,AC,TRUE,
2-10061118-2.html.csv,FM,TRUE,"additional row + column, change of column order"
2-12901325-10.html.csv,AC,TRUE,
2-1221065-7.html.csv,FM,FALSE,"additional rows + columns, different values in 'winning score''"
2-1123329-2.html.csv,FM,FALSE,
2-15154539-6.html.csv,BM,TRUE,"one different value (replay instead of rematch), one different header name but contains same values"
2-18552926-7.html.csv,FM,FALSE,
2-11623598-1.html.csv,AC,TRUE,different column names but same contents
2-17382411-4.html.csv,AC,TRUE,
2-1756060-2.html.csv,AR,TRUE,addtional row above header
2-1140112-5.html.csv,AR,TRUE,
2-18698934-2.html.csv,AC,TRUE,
2-13844614-5.html.csv,AC,TRUE,header: 'loses' in gold and 'losses' in html
2-17370522-15.html.csv,none,TRUE,in column 'transfer fee' additional £ symbol in html
2-18947170-9.html.csv,AC,TRUE,and addtional row
2-11739153-3.html.csv,AC,TRUE,
2-18789596-2.html.csv,AC,TRUE,
2-12206056-8.html.csv,AC,TRUE,and one different value in row 153
1-28132970-5.html.csv,AR,TRUE,
2-1364343-4.html.csv,AR,TRUE,row above header
2-18096431-7.html.csv,BM,TRUE,minor changes in values ('-' instead of '+'; first two values in place column; $ sign in header)
2-16514480-5.html.csv,BM,TRUE,minor changes in values ('-' instead of '+'; $ sign in header)
2-17807292-5.html.csv,BM,TRUE, '-' instead of '+'
2-10779468-2.html.csv,FM,FALSE,
2-17262467-1.html.csv,AC,TRUE,different column names but same contents
2-17915-12.html.csv,none,TRUE,
2-16823523-9.html.csv,AC,TRUE,
2-12719328-2.html.csv,AC,TRUE,
2-11771022-8.html.csv,AC,TRUE,
2-13312898-28.html.csv,none,TRUE, '#' symbol in header in html
1-28210383-1.html.csv,FM,FALSE,
2-18553497-4.html.csv,AC,TRUE,
2-10766119-14.html.csv,none,TRUE,
2-12423174-1.html.csv,BM,FALSE,some rows in gold not in html
2-1546813-1.html.csv,AR,TRUE,
2-13298969-2.html.csv,AC,TRUE,and additional rows
2-17798269-8.html.csv,AC,TRUE,
2-11513647-4.html.csv,AC,TRUE,
2-18178551-1.html.csv,AC,TRUE,
2-15272646-6.html.csv,AC,TRUE,values: 'ITF' as prefix in tournament column in html
2-10257-5.html.csv,BM,TRUE,row above header in html: header repeated twice in gold; slight name change in competition column (meaning is the same)
2-1122973-1.html.csv,AC,FALSE,additional row below column for source; one different value in cell
2-11787570-4.html.csv,AR,TRUE,
2-169662-2.html.csv,FM,FALSE,
2-18674332-1.html.csv,none,TRUE,at' before opponent values in html
1-23466021-4.html.csv,BM,FALSE,addtional row and change in values of final scores
1-28051859-3.html.csv,BM,FALSE,
2-13955731-4.html.csv,AC,TRUE,@' before values in opponent column in html
2-15250161-2.html.csv,AC,TRUE,
2-14496392-1.html.csv,AR,TRUE,row above header
2-11173692-2.html.csv,FM,TRUE,change in order of columns
1-25551880-2.html.csv,AR,TRUE,
2-17142388-1.html.csv,AC,TRUE,
2-1861948-2.html.csv,none,TRUE, '#' symbol in header in html
2-15009679-7.html.csv,none,TRUE,
2-1140106-1.html.csv,AC,TRUE,
2-11221360-2.html.csv,AC,FALSE,different values in some cells
2-13566745-1.html.csv,AC,TRUE,
2-14860855-3.html.csv,AC,TRUE,
